Animal ID,Name,DateTime,MonthYear,Date of Birth,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Outcome
A697127,,02/19/2015 09:00:00 AM,02/19/2015 09:00:00 AM,02/18/2013,Cat,Neutered Male,2 years,Domestic Medium Hair Mix,Orange Tabby,0
A720990,Perdita,02/23/2016 05:20:00 PM,02/23/2016 05:20:00 PM,02/19/2015,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Brown,0
A691542,Axel,01/29/2015 05:48:00 PM,01/29/2015 05:48:00 PM,11/06/2011,Dog,Neutered Male,3 years,Pit Bull Mix,Blue,0
A798892,*Moonpie,10/13/2019 04:57:00 PM,10/13/2019 04:57:00 PM,04/01/2019,Cat,Spayed Female,6 months,Domestic Shorthair,Black/White,0
A727411,,05/22/2016 12:56:00 PM,05/22/2016 12:56:00 PM,05/20/2016,Cat,Unknown,2 days,Domestic Shorthair Mix,Blue Tabby,0
A598004,Hopper,11/18/2016 12:22:00 PM,11/18/2016 12:22:00 PM,01/18/2011,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,White/Brown,0
A696158,Bella,01/30/2015 05:55:00 PM,01/30/2015 05:55:00 PM,01/30/2011,Dog,Intact Female,4 years,Dachshund Wirehair Mix,Black/Tan,0
A688370,,09/18/2014 04:16:00 PM,09/18/2014 04:16:00 PM,09/03/2014,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Blue Tabby/White,0
A755320,Piggy,08/05/2017 06:56:00 PM,08/05/2017 06:56:00 PM,08/01/2015,Dog,Spayed Female,2 years,Pit Bull Mix,White/Black,0
A683048,Hans,07/19/2014 01:40:00 PM,07/19/2014 01:40:00 PM,07/06/2009,Dog,Neutered Male,5 years,Dachshund Mix,Red,0
A819353,*Flower,09/19/2020 09:44:00 AM,09/19/2020 09:44:00 AM,06/19/2020,Dog,Spayed Female,3 months,Labrador Retriever Mix,Black,0
A706822,Bella,05/21/2016 12:00:00 AM,05/21/2016 12:00:00 AM,04/04/2011,Dog,Spayed Female,5 years,Pit Bull Mix,Brown,0
A768778,Pickles,10/02/2019 01:55:00 PM,10/02/2019 01:55:00 PM,11/24/2017,Dog,Spayed Female,1 year,Great Pyrenees,White,0
A813728,*Oliver,03/25/2020 01:01:00 PM,03/25/2020 01:01:00 PM,02/17/2018,Dog,Neutered Male,2 years,Chihuahua Shorthair,Black/Tan,0
A830986,*Jalapeno,03/29/2021 03:06:00 PM,03/29/2021 03:06:00 PM,03/19/2019,Dog,Neutered Male,2 years,Chihuahua Shorthair,Tan,0
A704689,*Hailey,06/15/2015 03:42:00 PM,06/15/2015 03:42:00 PM,04/08/2015,Dog,Spayed Female,2 months,Labrador Retriever Mix,Tan/Black,0
A802708,*Rickon,08/25/2019 03:38:00 PM,08/25/2019 03:38:00 PM,07/30/2019,Cat,Intact Male,3 weeks,Domestic Shorthair,Brown Tabby/White,0
A704762,,06/09/2015 09:00:00 AM,06/09/2015 09:00:00 AM,06/08/2014,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby/White,0
A712818,,09/29/2015 09:00:00 AM,09/29/2015 09:00:00 AM,09/28/2013,Cat,Unknown,2 years,Domestic Shorthair Mix,Orange Tabby,0
A799249,,07/10/2019 05:03:00 PM,07/10/2019 05:03:00 PM,05/06/2019,Dog,Spayed Female,2 months,Labrador Retriever/Standard Poodle,Buff,0
A743572,*Dolly,05/03/2017 12:00:00 AM,05/03/2017 12:00:00 AM,02/12/2014,Dog,Spayed Female,3 years,Labrador Retriever/Australian Cattle Dog,Black/Blue Tick,0
A792479,,04/12/2019 11:28:00 AM,04/12/2019 11:28:00 AM,04/11/2017,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby,0
A801832,Falafel,08/26/2019 07:04:00 PM,08/26/2019 07:04:00 PM,04/09/2019,Cat,Neutered Male,4 months,Domestic Shorthair Mix,White/Black,0
A837510,Goku,07/25/2021 07:05:00 PM,07/25/2021 07:05:00 PM,06/23/2020,Dog,Neutered Male,1 year,Siberian Husky,Black/White,0
A718689,Pepita,06/13/2018 04:56:00 PM,06/13/2018 04:56:00 PM,01/05/2011,Dog,Spayed Female,7 years,Chihuahua Longhair Mix,Tricolor,0
A694109,*Zachary,05/09/2015 05:28:00 PM,05/09/2015 05:28:00 PM,12/20/2012,Dog,Neutered Male,2 years,Collie Smooth Mix,White/Brown,0
A732592,Gold,08/13/2016 10:31:00 PM,08/13/2016 10:31:00 PM,08/10/2012,Dog,Intact Male,4 years,Dachshund Mix,Brown/White,0
A707873,Missy,07/24/2015 04:30:00 PM,07/24/2015 04:30:00 PM,04/27/2015,Dog,Spayed Female,2 months,Queensland Heeler,Red Tick/White,0
A801946,Patches,08/29/2019 01:25:00 PM,08/29/2019 01:25:00 PM,11/08/2005,Cat,Spayed Female,13 years,Domestic Shorthair,Calico/White,0
A726221,,05/12/2016 07:15:00 PM,05/12/2016 07:15:00 PM,05/08/2015,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby,0
A688807,,09/28/2014 06:04:00 PM,09/28/2014 06:04:00 PM,09/28/2011,Dog,Neutered Male,3 years,Beagle Mix,Tan/White,0
A800518,,07/27/2019 05:20:00 PM,07/27/2019 05:20:00 PM,07/22/2018,Cat,Intact Male,1 year,Domestic Shorthair,White/Black,0
A790581,Mia,04/08/2019 02:48:00 PM,04/08/2019 02:48:00 PM,03/12/2018,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White,0
A688808,,09/29/2014 05:51:00 PM,09/29/2014 05:51:00 PM,08/17/2014,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue,0
A709661,*Delilah,09/22/2015 02:23:00 PM,09/22/2015 02:23:00 PM,08/12/2014,Dog,Spayed Female,1 year,Chihuahua Longhair Mix,Tan/White,0
A701395,*Koala,06/24/2015 12:23:00 PM,06/24/2015 12:23:00 PM,03/28/2015,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,0
A751218,Charles,06/06/2017 06:33:00 PM,06/06/2017 06:33:00 PM,04/13/2017,Dog,Neutered Male,1 month,American Staffordshire Terrier Mix,Brown Brindle/White,0
A792042,Tony,04/07/2019 04:34:00 PM,04/07/2019 04:34:00 PM,08/04/2018,Dog,Neutered Male,8 months,Chihuahua Shorthair Mix,Tan,0
A767927,Leica,03/13/2018 06:50:00 PM,03/13/2018 06:50:00 PM,03/09/2017,Dog,Spayed Female,1 year,Dachshund/Cardigan Welsh Corgi,Tan/White,0
A775699,,07/05/2018 06:08:00 PM,07/05/2018 06:08:00 PM,05/14/2018,Dog,Intact Female,1 month,Pit Bull Mix,Black,0
A688636,Blackie,10/09/2014 05:58:00 PM,10/09/2014 05:58:00 PM,09/21/2011,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Black,0
A775791,Axl,06/27/2019 06:19:00 PM,06/27/2019 06:19:00 PM,07/04/2013,Dog,Intact Male,5 years,Boxer Mix,Brown/White,0
A768760,Peggy,03/31/2018 04:24:00 PM,03/31/2018 04:24:00 PM,04/24/2017,Dog,Spayed Female,11 months,Australian Cattle Dog Mix,White/Tricolor,0
A770287,,06/05/2018 10:39:00 AM,06/05/2018 10:39:00 AM,03/27/2018,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,0
A776950,,07/21/2018 05:22:00 PM,07/21/2018 05:22:00 PM,07/06/2018,Cat,Intact Female,2 weeks,Domestic Medium Hair Mix,Black,0
A747965,,04/27/2017 07:10:00 PM,04/27/2017 07:10:00 PM,04/12/2017,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black/White,0
A665102,Minnie,10/18/2013 11:43:00 AM,10/18/2013 11:43:00 AM,07/29/2013,Dog,Spayed Female,2 months,Pug Mix,Brown,0
A694611,Roscoe,05/24/2015 02:47:00 PM,05/24/2015 02:47:00 PM,12/31/2012,Dog,Neutered Male,2 years,Pit Bull Mix,White/Blue,0
A683864,Tom,08/10/2014 12:54:00 PM,08/10/2014 12:54:00 PM,05/29/2014,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,0
A717771,Dari,12/21/2015 04:28:00 PM,12/21/2015 04:28:00 PM,10/01/2015,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,0
A713440,*Cocoa,03/09/2016 05:13:00 PM,03/09/2016 05:13:00 PM,10/07/2011,Dog,Spayed Female,4 years,Pit Bull Mix,Black/White,0
A726348,Sirus,05/14/2016 03:40:00 PM,05/14/2016 03:40:00 PM,05/10/2012,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Black/Tan,0
A760782,*River,01/03/2018 05:09:00 PM,01/03/2018 05:09:00 PM,08/23/2017,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black,0
A823883,Dexter,10/15/2020 01:21:00 PM,10/15/2020 01:21:00 PM,12/01/2019,Dog,Intact Male,10 months,Labrador Retriever/American Pit Bull Terrier,White/Tan,0
A701075,Homeslice,04/24/2015 02:11:00 PM,04/24/2015 02:11:00 PM,04/23/2007,Dog,Neutered Male,8 years,Labrador Retriever Mix,Yellow,0
A669198,Cooper,06/24/2014 06:56:00 PM,06/24/2014 06:56:00 PM,12/16/2011,Dog,Neutered Male,2 years,Pit Bull Mix,Tan/Brown,0
A709232,,11/02/2015 03:44:00 PM,11/02/2015 03:44:00 PM,03/01/2015,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Orange Tabby,0
A675938,,04/02/2014 03:13:00 PM,04/02/2014 03:13:00 PM,03/30/2014,Cat,Intact Female,3 days,Domestic Shorthair Mix,Torbie,0
A815269,,03/14/2020 05:54:00 AM,03/14/2020 05:54:00 AM,02/27/2020,Cat,Intact Female,2 weeks,Siamese Mix,Seal Point,0
A782737,*Logan,11/08/2018 05:42:00 PM,11/08/2018 05:42:00 PM,05/20/2018,Cat,Neutered Male,5 months,Domestic Medium Hair Mix,Black,0
A759866,,10/10/2017 05:37:00 PM,10/10/2017 05:37:00 PM,09/12/2017,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black/White,0
A707639,,07/24/2015 01:59:00 PM,07/24/2015 01:59:00 PM,07/15/2014,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Cream Tabby,0
A686156,Mr. West,08/18/2014 05:00:00 PM,08/18/2014 05:00:00 PM,04/17/2014,Cat,Neutered Male,4 months,Russian Blue Mix,Blue,0
A802777,,08/28/2019 11:24:00 AM,08/28/2019 11:24:00 AM,08/22/2017,Dog,Intact Female,2 years,Yorkshire Terrier,Brown,0
A784567,,11/20/2018 01:32:00 PM,11/20/2018 01:32:00 PM,09/10/2018,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Black/White,0
A760855,*Auggie,10/29/2017 03:01:00 PM,10/29/2017 03:01:00 PM,04/24/2017,Dog,Neutered Male,6 months,Dachshund Mix,Black,0
A831022,*Bambi,03/29/2021 12:13:00 PM,03/29/2021 12:13:00 PM,03/20/2015,Dog,Intact Female,6 years,Chihuahua Shorthair Mix,Brown/Black,0
A797379,,06/16/2019 12:46:00 PM,06/16/2019 12:46:00 PM,05/16/2019,Cat,Intact Male,4 weeks,Domestic Shorthair,Brown Tabby,0
A696539,Jasper,02/14/2015 04:36:00 PM,02/14/2015 04:36:00 PM,11/06/2014,Dog,Neutered Male,3 months,Australian Cattle Dog Mix,Tan/White,0
A766738,Milo,02/23/2018 07:09:00 PM,02/23/2018 07:09:00 PM,10/17/2016,Dog,Neutered Male,1 year,German Shepherd Mix,Black/Tan,0
A668689,*Mercedes,12/13/2013 05:47:00 PM,12/13/2013 05:47:00 PM,06/07/2013,Dog,Spayed Female,6 months,German Shepherd Mix,Sable,0
A775144,*Ashley,08/09/2018 07:32:00 AM,08/09/2018 07:32:00 AM,05/28/2018,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,0
A750836,,06/01/2017 11:26:00 AM,06/01/2017 11:26:00 AM,06/01/2015,Other,Unknown,2 years,Raccoon Mix,Gray/Black,1
A781198,,09/25/2018 03:22:00 PM,09/25/2018 03:22:00 PM,09/25/2017,Cat,Intact Male,1 year,Domestic Medium Hair Mix,Black,1
A743608,Oso,02/14/2017 12:00:00 AM,02/14/2017 12:00:00 AM,02/13/2012,Dog,Intact Male,5 years,Dachshund/Chihuahua Shorthair,Black/White,0
A843754,158 G,10/06/2021 02:59:00 PM,10/06/2021 02:59:00 PM,09/29/2021,Cat,Intact Female,1 week,Domestic Shorthair,Lilac Point,0
A665609,,10/20/2013 03:00:00 PM,10/20/2013 03:00:00 PM,09/28/2013,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby,0
A791525,*Arya,06/30/2019 12:15:00 PM,06/30/2019 12:15:00 PM,03/19/2019,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,0
A697387,*Darling,03/14/2015 01:53:00 PM,03/14/2015 01:53:00 PM,02/23/2007,Dog,Spayed Female,8 years,Jack Russell Terrier Mix,White/Brown,0
A836845,*Hugs,10/01/2021 08:20:00 AM,10/01/2021 08:20:00 AM,05/08/2021,Cat,Spayed Female,4 months,Domestic Shorthair,Calico/Brown Tabby,0
A692410,Coco,05/31/2016 06:45:00 PM,05/31/2016 06:45:00 PM,11/19/2007,Dog,Intact Male,8 years,Pomeranian,Black/Gray,0
A825701,*Carter,12/14/2020 05:50:00 PM,12/14/2020 05:50:00 PM,11/09/2017,Dog,Neutered Male,3 years,German Shepherd,Tan/Black,0
A686389,Bam Bam,09/04/2014 02:25:00 PM,09/04/2014 02:25:00 PM,02/21/2014,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Chocolate,0
A717882,Simon,12/22/2015 12:00:00 PM,12/22/2015 12:00:00 PM,12/17/2014,Dog,Neutered Male,1 year,Dachshund Wirehair Mix,Brown,0
A708831,,12/02/2015 12:35:00 PM,12/02/2015 12:35:00 PM,07/30/2015,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black/White,0
A810289,Titus,01/31/2020 05:06:00 PM,01/31/2020 05:06:00 PM,12/10/2014,Cat,Spayed Female,5 years,Domestic Shorthair,Blue/White,0
A750413,Raheem,05/27/2017 03:14:00 PM,05/27/2017 03:14:00 PM,05/26/2016,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby/White,0
A834097,*Madison,05/14/2021 09:39:00 AM,05/14/2021 09:39:00 AM,11/27/2016,Dog,Intact Female,4 years,German Shepherd,Brown/Black,1
A768563,Sydney,03/25/2018 11:18:00 AM,03/25/2018 11:18:00 AM,03/21/2014,Dog,Spayed Female,4 years,Australian Cattle Dog Mix,Blue Tick/Tan,0
A810980,Bruno,01/02/2020 11:42:00 AM,01/02/2020 11:42:00 AM,12/23/2018,Dog,Neutered Male,1 year,Weimaraner,Tan/White,0
A708032,,07/21/2015 06:17:00 PM,07/21/2015 06:17:00 PM,07/21/2013,Other,Unknown,2 years,Skunk Mix,Black/White,1
A672482,,02/11/2014 12:32:00 PM,02/11/2014 12:32:00 PM,02/11/2013,Other,Unknown,1 year,Raccoon,Black/Gray,1
A806291,,10/12/2019 01:48:00 PM,10/12/2019 01:48:00 PM,10/08/2014,Dog,Neutered Male,5 years,Yorkshire Terrier Mix,Blue/Tan,0
A681302,*Hanna Jo,06/21/2014 07:05:00 PM,06/21/2014 07:05:00 PM,04/07/2014,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,0
A713262,,10/05/2015 11:05:00 AM,10/05/2015 11:05:00 AM,09/16/2015,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black/White,0
A662104,Gracie,10/01/2013 03:47:00 PM,10/01/2013 03:47:00 PM,08/29/2010,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black/White,0
A734333,*Mike,11/03/2016 02:14:00 PM,11/03/2016 02:14:00 PM,08/05/2016,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,0
A828322,,01/19/2021 05:02:00 PM,01/19/2021 05:02:00 PM,11/13/2020,Dog,Spayed Female,2 months,Cocker Spaniel Mix,Yellow,0
A732104,,08/02/2016 03:41:00 PM,08/02/2016 03:41:00 PM,07/23/2016,Cat,Unknown,1 weeks,Domestic Shorthair Mix,White/Black,0
A817809,*Pistachio,06/17/2020 08:34:00 AM,06/17/2020 08:34:00 AM,04/12/2020,Cat,Spayed Female,2 months,Domestic Longhair,Brown Tabby,0
A677767,Millie,05/03/2014 12:26:00 PM,05/03/2014 12:26:00 PM,04/29/2012,Cat,Spayed Female,2 years,Russian Blue Mix,Blue,0
A708358,*Shaun,09/12/2015 05:27:00 PM,09/12/2015 05:27:00 PM,06/23/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,0
A837064,,06/17/2021 08:05:00 AM,06/17/2021 08:05:00 AM,05/17/2021,Other,Unknown,4 weeks,Bat,Brown,1
A781390,Thanos,10/02/2018 02:30:00 PM,10/02/2018 02:30:00 PM,03/10/2017,Dog,Neutered Male,1 year,Great Dane,Black/White,0
A669194,,12/16/2013 06:40:00 PM,12/16/2013 06:40:00 PM,06/16/2013,Other,Unknown,6 months,Raccoon Mix,Brown,1
A782339,*Fudge,10/30/2018 12:21:00 PM,10/30/2018 12:21:00 PM,09/13/2018,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,0
A667395,Diego,11/27/2013 04:11:00 PM,11/27/2013 04:11:00 PM,11/17/2006,Dog,,7 years,Dachshund,Brown Merle,0
A763282,Montana,12/10/2017 03:44:00 PM,12/10/2017 03:44:00 PM,12/06/2015,Dog,Intact Female,2 years,Dachshund,Black,0
A742724,*Hambone,02/04/2017 05:26:00 PM,02/04/2017 05:26:00 PM,11/26/2016,Dog,Neutered Male,2 months,Pit Bull Mix,Blue/White,0
A786486,Anubis,12/30/2018 11:59:00 AM,12/30/2018 11:59:00 AM,12/26/2017,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Black,0
A812434,Chilindrina,01/24/2020 04:19:00 PM,01/24/2020 04:19:00 PM,06/22/2016,Dog,Spayed Female,3 years,Cairn Terrier,Brown,0
A823459,,10/08/2020 04:28:00 PM,10/08/2020 04:28:00 PM,09/24/2017,Dog,Spayed Female,3 years,Chihuahua Shorthair,Brown,0
A778361,Roscoe,08/17/2018 07:14:00 PM,08/17/2018 07:14:00 PM,08/13/2017,Dog,Neutered Male,1 year,Jack Russell Terrier Mix,White/Tan,0
A709727,Sam,08/21/2015 02:58:00 PM,08/21/2015 02:58:00 PM,08/12/1999,Cat,Neutered Male,16 years,Siamese,Seal Point,0
A827015,Frank,12/23/2020 10:37:00 AM,12/23/2020 10:37:00 AM,12/11/2019,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby,0
A721932,Petey,03/16/2016 05:13:00 PM,03/16/2016 05:13:00 PM,03/07/2009,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Chocolate/White,0
A796091,,06/17/2019 06:30:00 PM,06/17/2019 06:30:00 PM,05/28/2015,Cat,Intact Male,4 years,Domestic Shorthair,Brown Tabby/White,0
A746807,,04/09/2017 01:15:00 PM,04/09/2017 01:15:00 PM,01/09/2017,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Calico,0
A772373,,05/29/2018 12:07:00 PM,05/29/2018 12:07:00 PM,10/18/2017,Dog,Neutered Male,7 months,Labrador Retriever Mix,Black/White,0
A823720,*Queso,12/30/2020 02:05:00 PM,12/30/2020 02:05:00 PM,08/29/2020,Cat,Spayed Female,4 months,Domestic Shorthair,Orange Tabby,0
A807604,,10/27/2019 04:39:00 PM,10/27/2019 04:39:00 PM,09/27/2019,Cat,Intact Female,4 weeks,Domestic Shorthair,Tortie,0
A677947,*Peewee,05/06/2014 01:43:00 PM,05/06/2014 01:43:00 PM,02/22/2014,Dog,Intact Male,2 months,St. Bernard Rough Coat/Border Collie,Tricolor,0
A827032,,12/23/2020 12:17:00 PM,12/23/2020 12:17:00 PM,06/11/2020,Cat,Neutered Male,6 months,Domestic Medium Hair,Black/White,0
A663917,*Gucci,10/06/2013 05:52:00 PM,10/06/2013 05:52:00 PM,03/26/2012,Dog,Spayed Female,1 year,Chihuahua Shorthair/Australian Cattle Dog,Red Merle/White,0
A688437,Duke,09/19/2014 04:42:00 PM,09/19/2014 04:42:00 PM,09/19/2000,Dog,Neutered Male,14 years,Labrador Retriever Mix,Chocolate,1
A661313,Lily,09/12/2014 12:18:00 PM,09/12/2014 12:18:00 PM,03/19/2013,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Brindle/White,0
A836480,*Paul,06/20/2021 03:30:00 PM,06/20/2021 03:30:00 PM,05/10/2021,Cat,Intact Male,1 month,Domestic Shorthair,Black,0
A669148,*Luna,12/20/2013 02:14:00 PM,12/20/2013 02:14:00 PM,02/15/2012,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico,0
A672397,Zilkie,02/15/2014 01:34:00 PM,02/15/2014 01:34:00 PM,02/09/2012,Dog,Neutered Male,2 years,Shiba Inu Mix,Red,0
A777650,Rascal,10/27/2018 04:26:00 PM,10/27/2018 04:26:00 PM,08/01/2016,Cat,Neutered Male,2 years,Domestic Shorthair Mix,White/Brown Tabby,0
A690902,*Beth,11/18/2014 04:05:00 PM,11/18/2014 04:05:00 PM,09/12/2014,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby/White,0
A667072,,11/16/2013 04:20:00 PM,11/16/2013 04:20:00 PM,11/12/2012,Dog,Spayed Female,1 year,Cocker Spaniel,Red,0
A662147,Pup 6M,01/27/2014 06:33:00 PM,01/27/2014 06:33:00 PM,07/11/2013,Dog,Neutered Male,6 months,Chihuahua Shorthair Mix,Brown/Black,0
A814874,,03/07/2020 05:07:00 PM,03/07/2020 05:07:00 PM,03/07/2018,Other,Unknown,2 years,Bat,Brown,1
A705342,,06/17/2015 12:27:00 PM,06/17/2015 12:27:00 PM,05/25/2015,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie,0
A793929,,05/02/2019 02:57:00 PM,05/02/2019 02:57:00 PM,04/16/2019,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby,0
A760458,*Sorbet,10/24/2017 04:06:00 PM,10/24/2017 04:06:00 PM,01/18/2017,Cat,Intact Female,9 months,Domestic Longhair Mix,Seal Point/Buff,0
A807257,,10/23/2019 11:26:00 AM,10/23/2019 11:26:00 AM,10/08/2019,Cat,Intact Female,2 weeks,Domestic Shorthair,Brown Tabby,0
A661795,Blakie,10/01/2013 11:53:00 AM,10/01/2013 11:53:00 AM,03/25/2013,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Tortie,0
A711320,Max,11/29/2015 07:15:00 PM,11/29/2015 07:15:00 PM,09/01/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,0
A715488,,11/09/2015 02:46:00 PM,11/09/2015 02:46:00 PM,11/05/2014,Dog,Intact Male,1 year,Miniature Pinscher Mix,Brown,0
A685141,,08/04/2014 09:00:00 AM,08/04/2014 09:00:00 AM,08/03/2013,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico,0
A679385,Layla,08/09/2016 06:20:00 PM,08/09/2016 06:20:00 PM,02/28/2014,Dog,Spayed Female,2 years,German Shepherd Mix,Brown/Black,0
A685520,*Maggie,08/21/2014 02:24:00 PM,08/21/2014 02:24:00 PM,08/08/2013,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico,0
A728840,,06/13/2016 05:24:00 PM,06/13/2016 05:24:00 PM,06/09/2015,Dog,Neutered Male,1 year,Pomeranian Mix,Black,0
A786806,*Scout,01/10/2019 05:45:00 PM,01/10/2019 05:45:00 PM,01/02/2017,Dog,Neutered Male,2 years,Australian Kelpie Mix,Black/Brown,0
A801056,Reese,08/24/2019 12:05:00 PM,08/24/2019 12:05:00 PM,07/30/2018,Cat,Spayed Female,1 year,Domestic Shorthair,Torbie,0
A678499,Tiger,05/12/2014 05:41:00 PM,05/12/2014 05:41:00 PM,05/09/2013,Dog,Neutered Male,1 year,Basset Hound,Tricolor,0
A803160,,08/28/2019 01:20:00 PM,08/28/2019 01:20:00 PM,08/28/2014,Dog,Intact Female,5 years,Standard Poodle,White,1
A683544,,07/21/2014 11:40:00 AM,07/21/2014 11:40:00 AM,07/11/2014,Dog,Intact Female,1 weeks,Pit Bull Mix,Black/White,0
A747333,,08/16/2017 09:53:00 AM,08/16/2017 09:53:00 AM,03/25/2017,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby/White,0
A683869,*Balboa,08/23/2014 01:01:00 PM,08/23/2014 01:01:00 PM,06/09/2014,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,0
A736413,,10/10/2016 02:45:00 PM,10/10/2016 02:45:00 PM,09/18/2016,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black,0
A736159,Irie,10/09/2016 06:09:00 PM,10/09/2016 06:09:00 PM,08/10/2016,Dog,Spayed Female,1 month,Chihuahua Shorthair Mix,Yellow/White,0
A791474,*Morgana,05/17/2019 04:09:00 PM,05/17/2019 04:09:00 PM,01/26/2019,Cat,Spayed Female,3 months,Domestic Longhair Mix,Tortie,0
A804465,*Jamison,10/02/2019 12:39:00 PM,10/02/2019 12:39:00 PM,09/14/2011,Dog,Intact Male,8 years,Labrador Retriever,Black,0
A668981,Rudolph,12/16/2013 01:05:00 PM,12/16/2013 01:05:00 PM,12/12/2001,Cat,Intact Male,12 years,Domestic Shorthair Mix,Orange Tabby,1
A669874,Bella,01/05/2014 05:19:00 PM,01/05/2014 05:19:00 PM,12/29/2011,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown/Tan,0
A725869,*Rosemary,06/21/2016 03:25:00 PM,06/21/2016 03:25:00 PM,04/04/2016,Cat,Spayed Female,2 months,Domestic Medium Hair,Black,0
A722554,,03/22/2016 03:58:00 PM,03/22/2016 03:58:00 PM,03/01/2016,Dog,Intact Female,3 weeks,Labrador Retriever/Pit Bull,Blue/White,0
A774106,Whiskey,08/27/2018 03:08:00 PM,08/27/2018 03:08:00 PM,05/10/2018,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black Smoke,0
A775899,,07/10/2018 04:24:00 PM,07/10/2018 04:24:00 PM,11/06/2017,Dog,Spayed Female,8 months,German Shepherd Mix,Brown/White,0
A695717,Rohan,03/12/2017 01:27:00 PM,03/12/2017 01:27:00 PM,01/21/2014,Dog,Neutered Male,3 years,Pit Bull Mix,Black/White,0
A745144,,03/14/2017 09:00:00 AM,03/14/2017 09:00:00 AM,11/13/2016,Cat,Intact Female,3 months,Domestic Shorthair Mix,Blue,0
A768422,*Asuma,03/20/2018 07:28:00 PM,03/20/2018 07:28:00 PM,03/19/2017,Dog,Intact Female,1 year,Pit Bull Mix,Black/White,0
A766874,Tyson,02/19/2018 03:34:00 PM,02/19/2018 03:34:00 PM,02/18/2015,Dog,Neutered Male,3 years,Border Collie/Bernese Mountain Dog,Black/White,0
A804428,*Fairlane,01/29/2020 12:20:00 PM,01/29/2020 12:20:00 PM,08/14/2019,Cat,Neutered Male,5 months,Domestic Shorthair,Orange Tabby/White,0
A792179,,04/07/2019 12:00:00 AM,04/07/2019 12:00:00 AM,03/25/2019,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Tortie,0
A826372,*Reba,12/04/2020 12:59:00 PM,12/04/2020 12:59:00 PM,11/25/2018,Dog,Intact Female,2 years,Labrador Retriever Mix,Yellow,0
A801692,,09/25/2019 04:18:00 PM,09/25/2019 04:18:00 PM,08/06/2019,Cat,Intact Female,1 month,Domestic Shorthair,Blue Tabby/White,0
A826428,*Wiggles,12/04/2020 12:57:00 PM,12/04/2020 12:57:00 PM,11/28/2018,Dog,Intact Male,2 years,Pit Bull,Gray/White,0
